Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
1/14 Waiora Avenue,"510,000",Mar 2021,"292,500",Mar 2015,,300,Apr 2014,650,101,,,,Hamlyn Heights,13
10 Bayview Parade,"840,000",Mar 2021,"320,000",Nov 2006,,,,674,,3,1,1,Hamlyn Heights,13
22 Highview Parade,"675,553",Mar 2021,,,,,,,,3,1,3,Hamlyn Heights,13
2/14 Mary Street,"702,500",Mar 2021,"575,000",Oct 2018,,385,Jan 2015,253,,3,2,1,Hamlyn Heights,13
75 Sladen Street,"620,000",Mar 2021,"587,500",May 2018,,370,Jul 2018,772,,4,1,1,Hamlyn Heights,13
18b Calvert Street,"620,000",Mar 2021,"319,000",Apr 2013,,330,Dec 2016,414,,3,1,3,Hamlyn Heights,13
7 Sladen Street,"800,000",Mar 2021,"52,000",Jul 1998,,,,635,,4,2,2,Hamlyn Heights,13
18a Calvert Street,"657,000",Mar 2021,"420,000",Jan 2015,,,,415,,,,,Hamlyn Heights,13
18 Heather Street,"680,000",Feb 2021,"116,000",Feb 2000,,,,735,,3,,,Hamlyn Heights,13
350 Church Street,"733,000",Feb 2021,"345,000",Aug 2013,,,,736,136,3,1,2,Hamlyn Heights,13
7 Robb Avenue,"560,000",Feb 2021,,,,,,650,,,,,Hamlyn Heights,13
9 Teak Street,"540,000",Feb 2021,,,,,,649,,3,1,1,Hamlyn Heights,13
2/12 Alkoomi Avenue,"525,000",Feb 2021,"370,000",Feb 2000,,320,Nov 2009,228,131,,,,Hamlyn Heights,13
1b Sheridan Street,"619,000",Feb 2021,,,,,,236,,,,,Hamlyn Heights,13
19 Parkland Drive,"740,000",Feb 2021,"370,000",Jan 2010,,,,744,195,4,2,2,Hamlyn Heights,13
7 Langibanool Avenue,"650,000",Feb 2021,,,,,,731,,,,,Hamlyn Heights,13
11 Downie Crescent,"785,000",Feb 2021,"130,190",Nov 1999,,,,692,,3,,,Hamlyn Heights,13
36 Pride Avenue,"755,000",Feb 2021,"282,500",Nov 2007,,210,Sep 2006,950,145,4,1,2,Hamlyn Heights,13
51 Glengate Street,"844,000",Feb 2021,"405,000",Sep 2007,,,,680,,3,2,2,Hamlyn Heights,13
2A Hamlyn Avenue,"513,000",Feb 2021,"301,000",Mar 2015,,,,269,,2,1,1,Hamlyn Heights,13
1/160 Church Street,"440,000",Feb 2021,"275,000",Apr 2016,,260,Feb 2014,205,,,,,Hamlyn Heights,13
1 Logan Street,"640,000",Jan 2021,"407,500",Nov 2010,,330,Sep 2019,692,166,4,2,1,Hamlyn Heights,13
3/2 Fassifern Court,"325,000",Jan 2021,"248,000",Jan 2012,1.0,285,Jun 2018,75,,,,,Hamlyn Heights,13
1 Olea Court,"745,000",Jan 2021,"190,000",Oct 2003,,,,660,,,,,Hamlyn Heights,13
9 Royal Crescent,"305,000",Jan 2021,,,,,,,,,,,Hamlyn Heights,13
80 Calvert Street,"881,000",Jan 2021,"600,000",Oct 2018,1.0,,,763,,3,2,1,Hamlyn Heights,13
21 Lily Street,"832,000",Jan 2021,"515,000",Mar 2015,1.0,,,717,256,5,3,2,Hamlyn Heights,13
51 Hamlyn Avenue,"660,000",Jan 2021,"495,000",Jun 2019,,,,611,,3,1,2,Hamlyn Heights,13
1/7 Ebden Street,"625,000",Jan 2021,"412,000",Nov 2010,,450,Mar 2019,288,179,,,,Hamlyn Heights,13
1/36 Kalimna Street,"530,000",Jan 2021,,,,,,294,,3,1,1,Hamlyn Heights,13
5 Gwynne Street,"475,000",Jan 2021,,,,,,318,,2,1,,Hamlyn Heights,13
1 Woorayl Street,"603,000",Dec 2020,"279,000",Jul 2009,,,,163,,3,2,2,Hamlyn Heights,13
68A Vines Road,"485,000",Dec 2020,,,,,,317,,,,,Hamlyn Heights,13
39 Forfar Road,"520,000",Dec 2020,"355,000",Nov 2017,1.0,,,623,,,,,Hamlyn Heights,13
13 Drysdale Avenue,"492,500",Dec 2020,"267,000",May 2006,,395,Jan 2021,239,,2,1,1,Hamlyn Heights,13
49 Logan Street,"807,500",Dec 2020,,,,,,"1,011",,2,1,1,Hamlyn Heights,13
112 Sladen Street,"700,000",Dec 2020,"497,000",Apr 2018,,525,Jan 2021,597,,2,1,1,Hamlyn Heights,13
61 Hamlyn Avenue,"425,000",Dec 2020,,,,,,609,,,,,Hamlyn Heights,13
116 Ballarat Road,"517,000",Dec 2020,"222,000",Jan 2012,,320,May 2018,509,,3,1,3,Hamlyn Heights,13
1-4/72 Sladen Street,"795,000",Dec 2020,,,,,,,,,,,Hamlyn Heights,13
30 Devon Street,"635,000",Dec 2020,"384,000",Sep 2010,,350,Nov 2015,712,,3,1,2,Hamlyn Heights,13
34 Sladen Street,"557,000",Dec 2020,"347,000",Nov 2015,,350,Jan 2016,710,,3,2,4,Hamlyn Heights,13
79 Drysdale Avenue,"525,000",Dec 2020,"300,000",Feb 2000,,310,Apr 2013,674,138,3,1,1,Hamlyn Heights,13
24 Quamby Avenue,"500,000",Dec 2020,"225,000",Oct 2007,,340,Sep 2019,349,,2,1,1,Hamlyn Heights,13
1/15 Sheridan Street,"540,000",Dec 2020,"510,000",Mar 2018,,,,235,,,,,Hamlyn Heights,13
2/14 Belcher Street,"514,000",Dec 2020,"485,000",Apr 2019,,,,195,,,,,Hamlyn Heights,13
19 Sladen Street,"618,000",Dec 2020,"225,000",Aug 2004,,300,Sep 2011,635,,3,1,1,Hamlyn Heights,13
45 Lily Street,"680,000",Nov 2020,"84,500",Nov 2000,,,,749,147,3,1,6,Hamlyn Heights,13
17 Forfar Road,"615,000",Nov 2020,,,,,,664,,,,,Hamlyn Heights,13
15 Highview Parade,"600,000",Nov 2020,"440,000",May 2019,,300,Jun 2017,635,101,3,1,1,Hamlyn Heights,13
1/15 Shannon Avenue,"530,000",Nov 2020,"267,000",Aug 2008,,250,Sep 2004,254,,,,,Hamlyn Heights,13
37 Glengate Street,"450,000",Nov 2020,"280,000",Sep 2009,,,,146,,2,1,1,Hamlyn Heights,13
17 Synnott Street,"585,000",Nov 2020,"440,000",Feb 2017,,335,Oct 2019,794,,3,1,1,Hamlyn Heights,13
28 Sheridan Street,"640,000",Nov 2020,,,,300,Jul 2015,886,,3,1,1,Hamlyn Heights,13
48 Logan Street,"785,000",Nov 2020,,,,350,Dec 2020,"1,012",,2,1,2,Hamlyn Heights,13
35 Glengate Street,"465,000",Nov 2020,"325,000",Jul 2014,,340,Jul 2014,378,101,2,1,2,Hamlyn Heights,13
2/34 Weeroona Avenue,"557,500",Nov 2020,"415,000",May 2012,,360,Sep 2016,267,137,,,,Hamlyn Heights,13
12a Logan Street,"602,000",Nov 2020,,,,,,,,,,,Hamlyn Heights,13
18 Pride Avenue,"912,500",Nov 2020,"244,000",Sep 2002,,,,688,,4,2,2,Hamlyn Heights,13
28 Drysdale Avenue,"650,000",Nov 2020,"360,000",Sep 2013,,,,623,,4,2,2,Hamlyn Heights,13
6 Willana Avenue,"600,000",Nov 2020,"306,000",Apr 2012,,400,Mar 2019,650,,4,2,1,Hamlyn Heights,13
8 Taliska Avenue,"580,000",Nov 2020,,,,430,Oct 2019,423,,,,,Hamlyn Heights,13
7 Sheridan Street,"701,000",Nov 2020,"430,500",Apr 2015,,330,Mar 2017,"1,008",,3,1,1,Hamlyn Heights,13
100 Calvert Street,"460,000",Nov 2020,"324,000",Dec 2010,,380,Dec 2020,313,96,3,1,1,Hamlyn Heights,13
31 Chaucer Street,"410,000",Nov 2020,"360,000",May 2014,,,,542,,3,1,4,Hamlyn Heights,13
2/90 Vines Road,"553,000",Oct 2020,,,,,,276,,,,,Hamlyn Heights,13
11 Kirriemuir Street,"632,000",Oct 2020,"52,000",Sep 1983,,450,Feb 2021,688,,3,2,2,Hamlyn Heights,13
2/2 Glengate Street,"430,000",Oct 2020,"320,000",May 2016,,300,Dec 2013,272,,2,1,1,Hamlyn Heights,13
21 Mossgiel Court,"805,000",Oct 2020,"332,500",Mar 2003,,,,663,,4,3,3,Hamlyn Heights,13
9 Sycamore Street,"490,000",Oct 2020,"227,000",May 2008,,260,May 2011,585,,3,1,1,Hamlyn Heights,13
91 Tahara Street,"665,000",Oct 2020,"163,000",Mar 1995,,,,600,,4,3,3,Hamlyn Heights,13
18 Marlo Street,"512,000",Oct 2020,,,,,,649,,3,1,1,Hamlyn Heights,13
3/35 Logan Street,"611,500",Oct 2020,,,,,,193,,,,,Hamlyn Heights,13
5 Drysdale Avenue,"473,000",Oct 2020,"71,000",Dec 1988,,,,256,,3,1,2,Hamlyn Heights,13
1/29 Waiora Avenue,"523,500",Oct 2020,,,,390,Apr 2019,261,,,,,Hamlyn Heights,13
29 Highview Parade,"525,000",Oct 2020,"342,000",Feb 2010,,370,Jul 2011,274,116,,,,Hamlyn Heights,13
5/1 Kinnordy Court,"220,000",Oct 2020,"137,000",Oct 2015,,190,Dec 2018,62,,,,,Hamlyn Heights,13
27A Hamlyn Avenue,"550,000",Oct 2020,"460,000",Jun 2017,,,,319,,,,,Hamlyn Heights,13
2 Synnott Street,"720,000",Oct 2020,"385,000",Jun 2011,,,,843,,3,2,1,Hamlyn Heights,13
2/1 Kalimna Street,"530,000",Oct 2020,,,,,,,,,,,Hamlyn Heights,13
15 Carey Street,"660,000",Oct 2020,,,,,,950,,3,1,4,Hamlyn Heights,13
3/67 Sladen Street,"250,000",Sep 2020,"155,000",Sep 2014,,,,98,,,,,Hamlyn Heights,13
3/16 Glenfine Avenue,"550,000",Sep 2020,,,,,,,,,,,Hamlyn Heights,13
1/4 Belcher Street,"455,000",Sep 2020,"297,000",May 2014,,,,356,130,3,1,1,Hamlyn Heights,13
1/28 Stoddart Street,"600,000",Sep 2020,"422,000",Jan 2014,,380,Aug 2012,382,145,,,,Hamlyn Heights,13
1A Marlo Street,"515,000",Sep 2020,"170,000",Jan 2005,,,,387,,3,1,,Hamlyn Heights,13
2/82 Vines Road,"575,000",Sep 2020,,,,,,236,,,,,Hamlyn Heights,13
25B June Avenue,"550,000",Sep 2020,"400,000",Sep 2016,,,,408,,,,,Hamlyn Heights,13
1 Sladen Street,"520,000",Sep 2020,"319,000",Jun 2013,1.0,300,Jan 2015,635,,3,1,1,Hamlyn Heights,13
104 Ballarat Road,"454,000",Sep 2020,"269,000",Nov 2010,,,,480,101,2,1,5,Hamlyn Heights,13
16 Arthur Street,"1,225,000",Sep 2020,"295,000",Jul 2008,,240,Jul 2007,850,230,3,1,1,Hamlyn Heights,13
23 Weeroona Avenue,"550,000",Sep 2020,"370,000",Jun 2004,,,,732,,5,2,2,Hamlyn Heights,13
14-15 Keith Place,"757,500",Sep 2020,"530,000",Jun 2014,,,,794,,4,2,2,Hamlyn Heights,13
92 Tahara Street,"526,200",Sep 2020,"125,000",Feb 2000,,,,576,,3,,,Hamlyn Heights,13
3/11 Toyne Avenue,"570,000",Sep 2020,"491,000",Aug 2016,,,,240,133,3,2,2,Hamlyn Heights,13
28 Sladen Street,"497,000",Aug 2020,"113,500",Jan 2001,,330,Jan 2016,635,120,3,1,2,Hamlyn Heights,13
20B Marlo Street,"535,000",Aug 2020,,,,,,300,,,,,Hamlyn Heights,13
3/15 Sheridan Street,"487,000",Aug 2020,,,,,,120,,,,,Hamlyn Heights,13
43 Hamlyn Avenue,"540,000",Aug 2020,"515,000",Nov 2018,,370,Mar 2018,362,113,3,1,,Hamlyn Heights,13
143 Vines Road,"510,000",Aug 2020,"285,000",Sep 2010,,,,728,120,3,1,2,Hamlyn Heights,13
120 Sladen Street,"577,500",Aug 2020,"414,000",Aug 2015,,290,Apr 2014,602,120,3,1,1,Hamlyn Heights,13
26 Highview Parade,"525,000",Aug 2020,"125,000",Apr 2008,,,,636,,3,1,2,Hamlyn Heights,13
17 Bayview Parade,"495,000",Aug 2020,"435,000",Jan 2019,,,,674,,2,1,1,Hamlyn Heights,13
2/64 Sladen Street,"482,000",Aug 2020,"469,000",Sep 2018,,350,Jun 2016,357,130,,,,Hamlyn Heights,13
4 Sycamore Street,"430,000",Jul 2020,"285,000",Oct 2012,,,,583,95,2,1,1,Hamlyn Heights,13
1 Heather Street,"454,000",24 Jul 2020,"88,000",Mar 2000,1.0,,,581,,3,1,1,Hamlyn Heights,13
4 Sladen Street,"480,000",Jul 2020,"244,000",Sep 2009,,260,Apr 2013,635,,3,1,1,Hamlyn Heights,13
27 June Avenue,"661,000",Jul 2020,"392,500",Aug 2013,,,,731,136,4,1,3,Hamlyn Heights,13
34 Pride Avenue,"505,000",Jul 2020,"217,000",Dec 2004,,,,475,,3,1,2,Hamlyn Heights,13
12b Logan Street,"798,000",Jul 2020,,,,,,,,3,2,2,Hamlyn Heights,13
272 Church Street,"502,500",Jul 2020,,,,,,705,,,,,Hamlyn Heights,13
14 Griffen Street,"883,000",Jul 2020,"340,000",Aug 2014,,240,Mar 2013,767,81,1,1,2,Hamlyn Heights,13
4 Murray Street,"615,000",Jul 2020,"350,000",Dec 2015,1.0,,,650,,3,1,1,Hamlyn Heights,13
24 Griffen Street,"565,000",Jul 2020,,,,,,766,,,,,Hamlyn Heights,13
52 Vines Road,"693,000",Jul 2020,,,,,,"1,012",,,,,Hamlyn Heights,13
26 Waymouth Street,"480,000",Jul 2020,,,,,,669,,,,,Hamlyn Heights,13
2/45 Sladen Street,"505,000",Jul 2020,"358,000",Mar 2015,,,,182,,,,,Hamlyn Heights,13
8 Lantana Avenue,"800,000",Jul 2020,,,,,,"1,223",,,,,Hamlyn Heights,13
14 Fairlie Street,"409,000",Jul 2020,"185,000",Dec 2005,,,,378,,2,1,1,Hamlyn Heights,13
22 Mackie Close,"565,000",Jun 2020,,,,,,331,,3,2,2,Hamlyn Heights,13
47 Wilks Street,"735,000",Jun 2020,,,,,,701,,,,,Hamlyn Heights,13
38 Quamby Avenue,"555,000",Jun 2020,"486,200",May 2019,,,,312,150,3,2,2,Hamlyn Heights,13
