Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
243 Bellerine Street,"745,000",Apr 2018,"135,000",Dec 1996,,430,Jun 2019,378,,3,2,1,Geelong,10
305/120 Brougham Street,"890,000",Apr 2018,"729,000",Mar 2012,,575,Aug 2011,934,127,,,,Geelong,10
17 McKillop Street,"560,000",21 Apr 2018,"425,500",Sep 2013,1.0,430,Apr 2020,217,,2,1,,Geelong,10
26 Eastern Beach Road,"3,050,000",Apr 2018,,,,550,Jun 2014,758,,2,1,1,Geelong,10
304/8-10 McLarty Place,"480,000",Apr 2018,"420,000",Nov 2014,,420,Feb 2020,566,,,,,Geelong,10
48 Eastern Beach Road,"4,000,000",Apr 2018,"1,300,000",Nov 2000,,,,22,,5,3,3,Geelong,10
128 Verner Street,"500,000",Mar 2018,,,,,,336,,,,,Geelong,10
302/16 The Esplanade South,"490,000",Mar 2018,,,,,,,,,,,Geelong,10
410/6 Bellarine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
410/6 Bellerine Street,"660,000",May 2018,,,,,,,,,,,Geelong,10
